date,open,high,low,close,volume,dividend,split
2019/11/6,21780,21810,21640,21750,3496154,0,1
2019/11/7,21670,21790,21650,21760,3155076,0,1
2019/11/8,22220,22300,21740,21910,6141555,0,1
2019/11/11,22000,22050,21780,21800,2905107,0,1
2019/11/12,21790,22200,21760,22180,3532868,0,1
2019/11/13,22000,22010,21660,21770,4806439,0,1
2019/11/14,21780,21850,21280,21450,4848788,0,1
2019/11/15,21490,21810,21400,21770,4864656,0,1
2019/11/18,21730,21960,21670,21910,3730313,0,1
2019/11/19,21840,21890,21610,21720,4183528,0,1
2019/11/20,21490,21720,21320,21420,5316230,0,1
2019/11/21,21300,21360,20660,21230,8320730,0,1
2019/11/22,21230,21550,21220,21390,4868639,0,1
2019/11/25,21710,21790,21640,21690,4316035,0,1
2019/11/26,22010,22310,21810,21850,7923004,0,1
2019/11/27,21990,22100,21930,22000,3599645,0,1
2019/11/28,22020,22070,21850,21930,4543980,0,1
2019/11/29,22050,22080,21680,21710,3568604,0,1
2019/12/2,21860,22200,21850,22160,4427827,0,1
2019/12/3,21520,21870,21490,21850,5798198,0,1
2019/12/4,21440,21490,21230,21370,7021898,0,1
2019/12/5,21700,21830,21640,21720,4668405,0,1
2019/12/6,21810,21910,21780,21830,3169371,0,1
2019/12/9,22170,22170,21830,21940,5233413,0,1
2019/12/10,21840,21980,21760,21950,3060518,0,1
2019/12/11,21930,21960,21770,21850,2565176,0,1
2019/12/12,21970,22020,21830,21960,3270213,0,1
2019/12/13,22820,23130,22730,23100,9086904,0,1
2019/12/16,22940,23110,22930,22990,2986624,0,1
2019/12/17,23210,23220,23020,23170,3223675,0,1
2019/12/18,23080,23110,22870,22880,3374133,0,1
2019/12/19,22810,22910,22690,22760,2776703,0,1
2019/12/20,22830,22830,22520,22680,3382968,0,1
2019/12/23,22820,22840,22650,22660,2209182,0,1
2019/12/24,22700,22720,22620,22690,1725549,0,1
2019/12/25,22660,22680,22620,22620,797241,0,1
2019/12/26,22580,22870,22570,22830,2463779,0,1
2019/12/27,22960,22980,22780,22820,2593050,0,1
2019/12/30,22670,22670,22420,22470,3733186,0,1
2020/1/6,21660,21690,21440,21510,5757587,0,1
2020/1/7,21740,22230,21700,22200,4722432,0,1
2020/1/8,21530,21720,21040,21530,12785343,0,1
2020/1/9,22200,22570,22180,22480,5449612,0,1
2020/1/10,22590,22830,22550,22730,4955780,0,1
2020/1/14,22990,23120,22920,23040,4911560,0,1
2020/1/15,22880,23000,22780,22830,4238516,0,1
2020/1/16,22950,22960,22830,22910,2909932,0,1
2020/1/17,23200,23240,23040,23100,3520702,0,1
2020/1/20,23140,23210,23120,23180,1990451,0,1
2020/1/21,23140,23150,22710,22720,4729711,0,1
2020/1/22,22670,23080,22670,23050,3345936,0,1
2020/1/23,22690,22840,22570,22600,5629196,0,1
2020/1/24,22730,22750,22530,22650,3285247,0,1
2020/1/27,21680,21990,21680,21700,6314760,0,1
2020/1/28,21390,21570,21320,21520,6365352,0,1
2020/1/29,21660,21830,21500,21800,5058105,0,1
2020/1/30,21610,21690,20890,21020,7994954,0,1
2020/1/31,21360,21870,21350,21460,7983122,0,1
2020/2/3,20700,21140,20660,21050,9179337,0,1
2020/2/4,20860,21300,20810,21240,7093159,0,1
2020/2/5,21710,21840,21520,21680,6308199,0,1
2020/2/6,22300,22950,22290,22750,11515829,0,1
2020/2/7,22880,22900,22470,22630,5988869,0,1
2020/2/10,22230,22550,22220,22370,6190704,0,1
2020/2/12,22660,22700,22430,22690,4870399,0,1
2020/2/13,22680,22760,22530,22600,5369039,0,1
2020/2/14,22350,22450,22190,22320,5140952,0,1
2020/2/17,22030,22110,21690,22050,5508602,0,1
2020/2/18,21830,21830,21300,21390,6525099,0,1
2020/2/19,21650,21920,21490,21800,6699845,0,1
2020/2/20,22300,22550,21840,21940,9281509,0,1
2020/2/21,21810,22140,21740,21750,5294380,0,1
2020/2/25,20040,20580,20010,20400,12958491,0,1
2020/2/26,19900,20060,19470,20020,13961512,0,1
2020/2/27,19730,19740,18970,19170,14308978,0,1
2020/2/28,18190,18200,17360,17630,18719709,0,1
2020/3/2,17230,18510,17200,18090,21174786,0,1
2020/3/3,18670,18720,17640,17640,16765805,0,1
2020/3/4,17330,17910,17270,17670,11266209,0,1
2020/3/5,18090,18140,17860,18060,9269405,0,1
2020/3/6,17500,17590,16820,17020,14501201,0,1
2020/3/9,15740,15750,14950,15210,17531259,0,1
2020/3/10,14810,15710,14050,15510,23919624,0,1
2020/3/11,15250,15730,14790,14820,18990274,0,1
2020/3/12,14220,14430,13180,13490,30844445,0,1
2020/3/13,11500,12930,10780,11880,37546332,0,1
2020/3/16,11990,12280,11040,11040,25981948,0,1
2020/3/17,10570,11950,10340,11140,43738061,0,1
2020/3/18,11360,11730,10790,10830,27098044,0,1
2020/3/19,11400,11420,10330,10610,27236830,0,1
2020/3/23,10590,11250,10490,11000,23359006,0,1
2020/3/24,12060,12700,11900,12650,29019516,0,1
2020/3/25,13850,14780,13680,14730,27752060,0,1
2020/3/26,13720,14110,13150,13450,24118249,0,1
2020/3/27,14300,14380,13610,14020,19192907,0,1
2020/3/30,13550,14140,13450,14110,19134525,0,1
2020/3/31,14340,14600,13880,13890,20291792,0,1
2020/4/1,13500,13780,12410,12680,20405451,0,1
